client_id	aud_path	sentence	up_votes	down_votes	age	age_num	gender	accent	num_words	num_onsets	onset_stren_mean	dom_freq	count_13_n-1_13	count_14_n-1_13	count_15_n-1_13	count_16_n-1_13	count_13_n-1_14	count_14_n-1_14	count_15_n-1_14	count_16_n-1_14	count_13_n-1_15	count_14_n-1_15	count_15_n-1_15	count_16_n-1_15	count_13_n-1_16	count_14_n-1_16	count_15_n-1_16	count_16_n-1_16	count_13_n-2_13	count_14_n-2_13	count_15_n-2_13	count_16_n-2_13	count_13_n-2_14	count_14_n-2_14	count_15_n-2_14	count_16_n-2_14	count_13_n-2_15	count_14_n-2_15	count_15_n-2_15	count_16_n-2_15	count_13_n-2_16	count_14_n-2_16	count_15_n-2_16	count_16_n-2_16	count_13_n-3_13	count_14_n-3_13	count_15_n-3_13	count_16_n-3_13	count_13_n-3_14	count_14_n-3_14	count_15_n-3_14	count_16_n-3_14	count_13_n-3_15	count_14_n-3_15	count_15_n-3_15	count_16_n-3_15	count_13_n-3_16	count_14_n-3_16	count_15_n-3_16	count_16_n-3_16	count_13_n-4_13	count_14_n-4_13	count_15_n-4_13	count_16_n-4_13	count_13_n-4_14	count_14_n-4_14	count_15_n-4_14	count_16_n-4_14	count_13_n-4_15	count_14_n-4_15	count_15_n-4_15	count_16_n-4_15	count_13_n-4_16	count_14_n-4_16	count_15_n-4_16	count_16_n-4_16	acc_ratio_count_13_n-1_13	acc_ratio_count_14_n-1_13	acc_ratio_count_15_n-1_13	acc_ratio_count_16_n-1_13	acc_ratio_count_13_n-1_14	acc_ratio_count_14_n-1_14	acc_ratio_count_15_n-1_14	acc_ratio_count_16_n-1_14	acc_ratio_count_13_n-1_15	acc_ratio_count_14_n-1_15	acc_ratio_count_15_n-1_15	acc_ratio_count_16_n-1_15	acc_ratio_count_13_n-1_16	acc_ratio_count_14_n-1_16	acc_ratio_count_15_n-1_16	acc_ratio_count_16_n-1_16	acc_ratio_count_13_n-2_13	acc_ratio_count_14_n-2_13	acc_ratio_count_15_n-2_13	acc_ratio_count_16_n-2_13	acc_ratio_count_13_n-2_14	acc_ratio_count_14_n-2_14	acc_ratio_count_15_n-2_14	acc_ratio_count_16_n-2_14	acc_ratio_count_13_n-2_15	acc_ratio_count_14_n-2_15	acc_ratio_count_15_n-2_15	acc_ratio_count_16_n-2_15	acc_ratio_count_13_n-2_16	acc_ratio_count_14_n-2_16	acc_ratio_count_15_n-2_16	acc_ratio_count_16_n-2_16	acc_ratio_count_13_n-3_13	acc_ratio_count_14_n-3_13	acc_ratio_count_15_n-3_13	acc_ratio_count_16_n-3_13	acc_ratio_count_13_n-3_14	acc_ratio_count_14_n-3_14	acc_ratio_count_15_n-3_14	acc_ratio_count_16_n-3_14	acc_ratio_count_13_n-3_15	acc_ratio_count_14_n-3_15	acc_ratio_count_15_n-3_15	acc_ratio_count_16_n-3_15	acc_ratio_count_13_n-3_16	acc_ratio_count_14_n-3_16	acc_ratio_count_15_n-3_16	acc_ratio_count_16_n-3_16	acc_ratio_count_13_n-4_13	acc_ratio_count_14_n-4_13	acc_ratio_count_15_n-4_13	acc_ratio_count_16_n-4_13	acc_ratio_count_13_n-4_14	acc_ratio_count_14_n-4_14	acc_ratio_count_15_n-4_14	acc_ratio_count_16_n-4_14	acc_ratio_count_13_n-4_15	acc_ratio_count_14_n-4_15	acc_ratio_count_15_n-4_15	acc_ratio_count_16_n-4_15	acc_ratio_count_13_n-4_16	acc_ratio_count_14_n-4_16	acc_ratio_count_15_n-4_16	acc_ratio_count_16_n-4_16	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	median_func_num	MEDIAN_func_num
e049e1fcb864daad5851a859b38693cd3edafcda249d69ccc7cd45d501aace59200248dec0bc3caa6165b0f12df9cbd4715fb7b358d31384389b1f58b588fcb2	commonvoice\train\clips\common_voice_en_18642451.wav	Just as you see them.	3	0	twenties	25	male	us	5	8	1.4106181	478.6144252465	8	8	8	8	8	8	8	8	7	6	6	6	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.4	1.2	1.2	1.2	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.8	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6																																																																		10
19b2046ab57dcd17a6625b665e2b2761662e682b9a5b5fc77ccda65e4addfcdf185118af5e67efef290dade4864b8fab97a21d0151e91e900608b0dea80777f1	commonvoice\train\clips\common_voice_en_18645001.wav	People say I'm a good listener.	3	0	thirties	35	male	us	6	10	1.085284	150.621271597688	9	9	9	10	8	9	9	9	10	9	9	9	10	9	9	9	6	6	5	5	5	5	5	5	5	5	5	5	6	6	5	5	7	6	6	5	8	7	7	7	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1.5	1.5	1.5	1.66666666666667	1.33333333333333	1.5	1.5	1.5	1.66666666666667	1.5	1.5	1.5	1.66666666666667	1.5	1.5	1.5	1	1	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	1	1	0.833333333333333	0.833333333333333	1.16666666666667	1	1	0.833333333333333	1.33333333333333	1.16666666666667	1.16666666666667	1.16666666666667	1	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333																																																																	33	29
19b2046ab57dcd17a6625b665e2b2761662e682b9a5b5fc77ccda65e4addfcdf185118af5e67efef290dade4864b8fab97a21d0151e91e900608b0dea80777f1	commonvoice\train\clips\common_voice_en_18645158.wav	No one else shall hear.	3	0	thirties	35	male	us	5	11	1.2013735	128.811856705715	5	4	5	5	5	5	5	4	7	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	3	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	1	1	1	1	1	1	1	1	1	0.8	1	1	1	1	1	0.8	1.4	1	1	1	1	1	1	1	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.6	0.8	0.8	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.4	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2																																																																	9	9
ac6c32f959398d495a2bd3ff3a6d7b3dc0f9700ded23aef5f248bc799b3210e84b90cf8eaca63f0bd7caad7fd8d2f1914223a32a39085381242d0f0b0411ce5d	commonvoice\train\clips\common_voice_en_18645266.wav	Software frameworks exist to let developers focus on writing business logic.	3	0	sixties	65	male	england	11	35	1.9812711	168.171035143572	40	37	36	34	40	36	35	33	35	37	33	31	34	33	34	31	28	28	28	27	27	26	25	25	23	23	23	23	21	23	22	22	21	21	21	21	21	21	20	20	22	21	20	19	21	20	20	19	21	20	20	19	21	20	20	20	19	19	19	19	19	18	18	18	3.63636363636364	3.36363636363636	3.27272727272727	3.09090909090909	3.63636363636364	3.27272727272727	3.18181818181818	3	3.18181818181818	3.36363636363636	3	2.81818181818182	3.09090909090909	3	3.09090909090909	2.81818181818182	2.54545454545455	2.54545454545455	2.54545454545455	2.45454545454545	2.45454545454545	2.36363636363636	2.27272727272727	2.27272727272727	2.09090909090909	2.09090909090909	2.09090909090909	2.09090909090909	1.90909090909091	2.09090909090909	2	2	1.90909090909091	1.90909090909091	1.90909090909091	1.90909090909091	1.90909090909091	1.90909090909091	1.81818181818182	1.81818181818182	2	1.90909090909091	1.81818181818182	1.72727272727273	1.90909090909091	1.81818181818182	1.81818181818182	1.72727272727273	1.90909090909091	1.81818181818182	1.81818181818182	1.72727272727273	1.90909090909091	1.81818181818182	1.81818181818182	1.81818181818182	1.72727272727273	1.72727272727273	1.72727272727273	1.72727272727273	1.72727272727273	1.63636363636364	1.63636363636364	1.63636363636364																																																																		62
56ef6218bdd27655fae9f85f0a18b0cc608586fd0a9709f20dd5f6a4b3ad55d078fa858ae7858359709a699813eaad85527749d9d03639f00fcd2251ef60af96	commonvoice\train\clips\common_voice_en_18645345.wav	He said that was very doubtful.	3	0	fourties	45	male	us	6	13	1.5253218	226.613451611906	11	11	11	11	9	9	11	9	11	10	8	8	9	9	9	9	7	7	5	5	5	5	5	5	6	6	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	5	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	1.83333333333333	1.83333333333333	1.83333333333333	1.83333333333333	1.5	1.5	1.83333333333333	1.5	1.83333333333333	1.66666666666667	1.33333333333333	1.33333333333333	1.5	1.5	1.5	1.5	1.16666666666667	1.16666666666667	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	1	1	1	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.833333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5																																																																	24	25
56ef6218bdd27655fae9f85f0a18b0cc608586fd0a9709f20dd5f6a4b3ad55d078fa858ae7858359709a699813eaad85527749d9d03639f00fcd2251ef60af96	commonvoice\train\clips\common_voice_en_18645499.wav	Here is an idea!	3	0	fourties	45	male	us	4	5	1.0287097	95.245804098538	2	3	3	3	3	3	2	2	3	2	2	2	2	3	2	2	3	3	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	0.75	0.75	0.75	0.75	0.75	0.5	0.5	0.75	0.5	0.5	0.5	0.5	0.75	0.5	0.5	0.75	0.75	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25																																																																		5
56ef6218bdd27655fae9f85f0a18b0cc608586fd0a9709f20dd5f6a4b3ad55d078fa858ae7858359709a699813eaad85527749d9d03639f00fcd2251ef60af96	commonvoice\train\clips\common_voice_en_18645502.wav	I navigated to the page you instructed, but it won't open.	3	0	fourties	45	male	us	11	17	1.9695073	143.635443390103	12	10	10	10	11	11	11	10	12	10	10	9	11	11	11	11	11	13	11	11	10	11	10	9	11	12	11	11	11	12	11	11	11	11	10	11	12	11	11	11	13	13	13	13	12	12	12	12	13	13	13	13	12	12	12	12	13	13	13	13	15	15	15	15	1.09090909090909	0.909090909090909	0.909090909090909	0.909090909090909	1	1	1	0.909090909090909	1.09090909090909	0.909090909090909	0.909090909090909	0.818181818181818	1	1	1	1	1	1.18181818181818	1	1	0.909090909090909	1	0.909090909090909	0.818181818181818	1	1.09090909090909	1	1	1	1.09090909090909	1	1	1	1	0.909090909090909	1	1.09090909090909	1	1	1	1.18181818181818	1.18181818181818	1.18181818181818	1.18181818181818	1.09090909090909	1.09090909090909	1.09090909090909	1.09090909090909	1.18181818181818	1.18181818181818	1.18181818181818	1.18181818181818	1.09090909090909	1.09090909090909	1.09090909090909	1.09090909090909	1.18181818181818	1.18181818181818	1.18181818181818	1.18181818181818	1.36363636363636	1.36363636363636	1.36363636363636	1.36363636363636																																																																	25	24
56ef6218bdd27655fae9f85f0a18b0cc608586fd0a9709f20dd5f6a4b3ad55d078fa858ae7858359709a699813eaad85527749d9d03639f00fcd2251ef60af96	commonvoice\train\clips\common_voice_en_18645513.wav	It was a self-fulfilling prophecy.	4	0	fourties	45	male	us	5	13	1.7533127	82.9780082218032	11	10	10	11	14	13	12	12	12	13	12	11	12	12	12	12	8	7	7	7	7	7	7	7	7	7	7	7	8	8	8	7	8	8	8	8	8	8	8	7	8	8	8	8	6	6	6	6	8	7	7	7	6	6	6	6	6	6	4	4	5	5	5	5	2.2	2	2	2.2	2.8	2.6	2.4	2.4	2.4	2.6	2.4	2.2	2.4	2.4	2.4	2.4	1.6	1.4	1.4	1.4	1.4	1.4	1.4	1.4	1.4	1.4	1.4	1.4	1.6	1.6	1.6	1.4	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.4	1.6	1.6	1.6	1.6	1.2	1.2	1.2	1.2	1.6	1.4	1.4	1.4	1.2	1.2	1.2	1.2	1.2	1.2	0.8	0.8	1	1	1	1																																																																	61	61
43ae9b5e619bba009c4cb9deaf598bfd332b93123fa9117a8c90f60641a42bae87c741113996cc6ef31242d6cef7a3d9cd4eebca3c2516e9aed588dd452622de	commonvoice\train\clips\common_voice_en_18645704.wav	A living will, leaves little room for dispute.	3	0	thirties	35	male	canada	8	15	1.1790985	313.169566964424	13	13	13	10	14	13	12	12	11	11	10	10	10	10	10	10	9	8	8	8	9	9	9	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	7	7	7	7	6	6	6	6	7	7	7	7	6	6	6	6	6	6	6	6	6	6	6	6	1.625	1.625	1.625	1.25	1.75	1.625	1.5	1.5	1.375	1.375	1.25	1.25	1.25	1.25	1.25	1.25	1.125	1	1	1	1.125	1.125	1.125	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.875	0.875	0.875	0.875	0.75	0.75	0.75	0.75	0.875	0.875	0.875	0.875	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75																																																																	31	29
4459d380d2a931d0968adfb73d7596ef969b47097e246611c7c17e987ea568b8457a26964ce11f99ce95e18ca8c8579365a4acb098e48b8d560d4935e96709e0	commonvoice\train\clips\common_voice_en_18645856.wav	He sits there to administer the system.	3	0	twenties	25	male	indian	7	14	1.8409781	285.226254134083	14	14	12	12	14	14	13	13	14	14	13	12	13	12	12	12	13	12	12	12	9	10	10	8	9	7	7	7	6	6	5	5	6	6	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	2	2	1.71428571428571	1.71428571428571	2	2	1.85714285714286	1.85714285714286	2	2	1.85714285714286	1.71428571428571	1.85714285714286	1.71428571428571	1.71428571428571	1.71428571428571	1.85714285714286	1.71428571428571	1.71428571428571	1.71428571428571	1.28571428571429	1.42857142857143	1.42857142857143	1.14285714285714	1.28571428571429	1	1	1	0.857142857142857	0.857142857142857	0.714285714285714	0.714285714285714	0.857142857142857	0.857142857142857	0.857142857142857	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714	0.714285714285714																																																																	28	26
c0ffff4ba8a3059c9b9d29abe2c88c34e5429ef241be835bcd79f25f9a28401d5a48b9be7d7510fd8c667a1855998c3f55cdb8d0d7552db80d3ed4d2f524d217	commonvoice\train\clips\common_voice_en_18646214.wav	We have been gifted with many bounties in our life.	3	1	twenties	25	male		10	22	1.4209498	233.428893765648	18	19	17	16	20	19	19	16	20	18	16	15	18	16	15	15	11	11	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	11	11	10	10	11	10	10	10	11	11	9	9	1.8	1.9	1.7	1.6	2	1.9	1.9	1.6	2	1.8	1.6	1.5	1.8	1.6	1.5	1.5	1.1	1.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.1	1.1	1	1	1.1	1	1	1	1.1	1.1	0.9	0.9																																																																	39	37
c0ffff4ba8a3059c9b9d29abe2c88c34e5429ef241be835bcd79f25f9a28401d5a48b9be7d7510fd8c667a1855998c3f55cdb8d0d7552db80d3ed4d2f524d217	commonvoice\train\clips\common_voice_en_18646223.wav	The search continued for five days.	3	0	twenties	25	male		6	13	1.5614055	75.9921800142182	9	8	7	8	10	11	10	11	12	10	10	10	11	12	11	11	11	11	9	9	10	10	10	10	10	10	10	10	9	9	9	9	9	9	9	9	10	9	9	9	11	11	9	9	12	12	12	10	10	10	11	10	10	11	10	10	9	8	8	8	8	9	9	9	1.5	1.33333333333333	1.16666666666667	1.33333333333333	1.66666666666667	1.83333333333333	1.66666666666667	1.83333333333333	2	1.66666666666667	1.66666666666667	1.66666666666667	1.83333333333333	2	1.83333333333333	1.83333333333333	1.83333333333333	1.83333333333333	1.5	1.5	1.66666666666667	1.66666666666667	1.66666666666667	1.66666666666667	1.66666666666667	1.66666666666667	1.66666666666667	1.66666666666667	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.66666666666667	1.5	1.5	1.5	1.83333333333333	1.83333333333333	1.5	1.5	2	2	2	1.66666666666667	1.66666666666667	1.66666666666667	1.83333333333333	1.66666666666667	1.66666666666667	1.83333333333333	1.66666666666667	1.66666666666667	1.5	1.33333333333333	1.33333333333333	1.33333333333333	1.33333333333333	1.5	1.5	1.5																																																																	2	2
731c316439a07e93416478e155a49766bd1dd12ebbf91b64d39dadbe67b60befe035d527c7325cdaba014233e632eb71868f56684f4098a6649dd9f5f06fa47f	commonvoice\train\clips\common_voice_en_18646888.wav	I thank you, miss, said he.	3	0	twenties	25	male		6	10	1.513514	110.069390782926	10	10	11	11	10	10	9	9	10	9	10	9	7	7	7	6	8	8	8	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	7	6	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1.66666666666667	1.66666666666667	1.83333333333333	1.83333333333333	1.66666666666667	1.66666666666667	1.5	1.5	1.66666666666667	1.5	1.66666666666667	1.5	1.16666666666667	1.16666666666667	1.16666666666667	1	1.33333333333333	1.33333333333333	1.33333333333333	1.16666666666667	1.16666666666667	1.16666666666667	1.16666666666667	1.16666666666667	1.16666666666667	1.16666666666667	1.16666666666667	1.16666666666667	1.16666666666667	1.16666666666667	1.16666666666667	1	1.16666666666667	1.16666666666667	1.16666666666667	1	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667																																																																	25	31
666e3346d924c5047d1b4b756a72f1af1857135e246d97db0117c8e466a29699a89bc3ad77806bd16b82d6bf31099f9cedc2166162d175d1f6e65b69484353dd	commonvoice\train\clips\common_voice_en_18647195.wav	It was a habit of his.	3	0	twenties	25	male	canada	6	12	1.4032165	30.3287175841499	44	39	36	34	50	42	42	38	57	56	45	44	55	55	49	46	48	44	45	43	41	42	41	39	36	33	30	29	31	26	26	21	26	24	22	20	23	18	15	15	14	13	10	11	10	10	9	9	13	11	11	11	9	9	9	9	5	5	4	5	3	3	3	3	7.33333333333333	6.5	6	5.66666666666667	8.33333333333333	7	7	6.33333333333333	9.5	9.33333333333333	7.5	7.33333333333333	9.16666666666667	9.16666666666667	8.16666666666667	7.66666666666667	8	7.33333333333333	7.5	7.16666666666667	6.83333333333333	7	6.83333333333333	6.5	6	5.5	5	4.83333333333333	5.16666666666667	4.33333333333333	4.33333333333333	3.5	4.33333333333333	4	3.66666666666667	3.33333333333333	3.83333333333333	3	2.5	2.5	2.33333333333333	2.16666666666667	1.66666666666667	1.83333333333333	1.66666666666667	1.66666666666667	1.5	1.5	2.16666666666667	1.83333333333333	1.83333333333333	1.83333333333333	1.5	1.5	1.5	1.5	0.833333333333333	0.833333333333333	0.666666666666667	0.833333333333333	0.5	0.5	0.5	0.5																																																																		57
59480438402ee9da6aa819c7f2a46c26316c6deba59a1e512846341d3e7a9ef5575eb5a210c9792155c90c65953a7092ce786c9f6c1f69b3eb8a0bba6919862a	commonvoice\train\clips\common_voice_en_18648346.wav	Alice looked at it with great curiosity.	3	0	thirties	35	male	us	7	10	1.7794771	278.240425926498	9	8	8	8	8	8	8	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6	6	6	7	7	7	7	8	7	6	6	7	7	7	7	8	7	7	7	1.28571428571429	1.14285714285714	1.14285714285714	1.14285714285714	1.14285714285714	1.14285714285714	1.14285714285714	1.14285714285714	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.14285714285714	1.14285714285714	1.14285714285714	1.14285714285714	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.857142857142857	0.857142857142857	0.857142857142857	1	1	1	1	1.14285714285714	1	0.857142857142857	0.857142857142857	1	1	1	1	1.14285714285714	1	1	1																																																																	32	34
93bb60a2baff38589beab0264837a74b0adcddcb57320bb456305a3a2c9f7b089354aadb3853956f901b692c09844b7cf94f1f79d4fba3308c365f88f263fc9d	commonvoice\train\clips\common_voice_en_18655192.wav	Worldly goods are divided unequally, and man must not repine.	3	0	thirties	35	male	us	10	20	1.3526169	451.523042685377	14	14	12	12	19	17	15	15	20	15	16	14	18	16	16	16	13	13	10	10	14	12	12	11	10	11	10	10	7	7	7	7	9	8	8	8	6	6	6	6	6	6	6	5	5	5	4	4	5	6	5	4	5	5	4	4	4	4	3	3	3	3	3	3	1.4	1.4	1.2	1.2	1.9	1.7	1.5	1.5	2	1.5	1.6	1.4	1.8	1.6	1.6	1.6	1.3	1.3	1	1	1.4	1.2	1.2	1.1	1	1.1	1	1	0.7	0.7	0.7	0.7	0.9	0.8	0.8	0.8	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.5	0.5	0.5	0.4	0.4	0.5	0.6	0.5	0.4	0.5	0.5	0.4	0.4	0.4	0.4	0.3	0.3	0.3	0.3	0.3	0.3																																																																	24	24
777c014d742cdcc2e612ea2ab56d64c9b5b50f5074fef5465a5ac998e17862b2caeb950f63594c77c7fd298c458efcf0a65bed17b65b873c49e22ef7431f74fd	commonvoice\train\clips\common_voice_en_18655944.wav	I shall tell you something of her now.	3	0	twenties	25	male	england	8	9	1.9545889	276.366179334219	9	9	9	9	9	9	9	9	11	11	11	10	10	10	9	9	13	10	9	9	8	8	10	9	9	9	8	7	7	6	6	6	7	6	6	6	5	5	5	5	6	6	5	5	5	5	5	5	6	6	5	5	5	5	5	5	5	4	4	4	5	4	3	3	1.125	1.125	1.125	1.125	1.125	1.125	1.125	1.125	1.375	1.375	1.375	1.25	1.25	1.25	1.125	1.125	1.625	1.25	1.125	1.125	1	1	1.25	1.125	1.125	1.125	1	0.875	0.875	0.75	0.75	0.75	0.875	0.75	0.75	0.75	0.625	0.625	0.625	0.625	0.75	0.75	0.625	0.625	0.625	0.625	0.625	0.625	0.75	0.75	0.625	0.625	0.625	0.625	0.625	0.625	0.625	0.5	0.5	0.5	0.625	0.5	0.375	0.375																																																																	18	21
a93ace244d1834347c633aec367a5a9ebd3cbb3a51c64153cd3090a4302be5714d4296eb7cc98baa9136dd04689c552bf2a26238cb3a3b12ee15986a7f67ec79	commonvoice\train\clips\common_voice_en_18657274.wav	The doctor examined the baby and checked its ears with an otoscope.	3	0	twenties	25	male	canada	12	25	1.8638555	220.138781565852	24	20	20	19	20	20	18	19	21	20	19	18	20	20	18	16	20	21	17	17	18	18	18	17	18	18	18	17	17	16	15	15	16	15	15	15	13	13	13	13	15	15	13	13	16	16	15	13	17	15	14	13	16	15	14	14	13	13	13	13	13	13	13	13	2	1.66666666666667	1.66666666666667	1.58333333333333	1.66666666666667	1.66666666666667	1.5	1.58333333333333	1.75	1.66666666666667	1.58333333333333	1.5	1.66666666666667	1.66666666666667	1.5	1.33333333333333	1.66666666666667	1.75	1.41666666666667	1.41666666666667	1.5	1.5	1.5	1.41666666666667	1.5	1.5	1.5	1.41666666666667	1.41666666666667	1.33333333333333	1.25	1.25	1.33333333333333	1.25	1.25	1.25	1.08333333333333	1.08333333333333	1.08333333333333	1.08333333333333	1.25	1.25	1.08333333333333	1.08333333333333	1.33333333333333	1.33333333333333	1.25	1.08333333333333	1.41666666666667	1.25	1.16666666666667	1.08333333333333	1.33333333333333	1.25	1.16666666666667	1.16666666666667	1.08333333333333	1.08333333333333	1.08333333333333	1.08333333333333	1.08333333333333	1.08333333333333	1.08333333333333	1.08333333333333																																																																	54	53
d461ea23a9911083e42056d655eb2f620786d07c1d8e2d6117061d42e67e12eb9609ba8d23225fef922711e396da8c51db808affac38cf357df85cce0eb5f6c7	commonvoice\train\clips\common_voice_en_18658634.wav	You cannot follow in time.	3	0	twenties	25	male	us	5	9	1.107582	186.061570797144	6	6	6	6	7	7	7	7	6	6	6	6	6	6	6	6	7	7	7	7	8	9	9	7	11	11	9	9	10	10	8	7	10	9	7	6	7	7	5	6	7	6	5	5	5	5	5	4	6	6	5	5	5	4	4	4	3	3	3	3	3	3	3	3	1.2	1.2	1.2	1.2	1.4	1.4	1.4	1.4	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.4	1.4	1.4	1.4	1.6	1.8	1.8	1.4	2.2	2.2	1.8	1.8	2	2	1.6	1.4	2	1.8	1.4	1.2	1.4	1.4	1	1.2	1.4	1.2	1	1	1	1	1	0.8	1.2	1.2	1	1	1	0.8	0.8	0.8	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6																																																																	45	45
