client_id	path	sentence	up_votes	down_votes	age	gender	accent
6fd57fc68e9bf90d7dc9902fbbc759f955859718e94ab49b54d253ad09be52cd8b14159e9c644a3bd61291038cbf16b788329a2facc1b22acd3edab62f04e9a1	common_voice_en_11335	Add the tune to the Rage Radio playlist.	3	0	thirties	male	us
6fd57fc68e9bf90d7dc9902fbbc759f955859718e94ab49b54d253ad09be52cd8b14159e9c644a3bd61291038cbf16b788329a2facc1b22acd3edab62f04e9a1	common_voice_en_11336	An African American man is standing on a bridge wearing a pink shirt.	5	0	thirties	male	us
6fd57fc68e9bf90d7dc9902fbbc759f955859718e94ab49b54d253ad09be52cd8b14159e9c644a3bd61291038cbf16b788329a2facc1b22acd3edab62f04e9a1	common_voice_en_11337	Guitarist and singer groove together, with their drummer in the background.	3	0	thirties	male	us
6fd57fc68e9bf90d7dc9902fbbc759f955859718e94ab49b54d253ad09be52cd8b14159e9c644a3bd61291038cbf16b788329a2facc1b22acd3edab62f04e9a1	common_voice_en_11338	A man in a flannel shirt cutting wood with a table saw.	3	0	thirties	male	us
6fd57fc68e9bf90d7dc9902fbbc759f955859718e94ab49b54d253ad09be52cd8b14159e9c644a3bd61291038cbf16b788329a2facc1b22acd3edab62f04e9a1	common_voice_en_11339	A black and white dog is running on sand.	4	0	thirties	male	us
6fd57fc68e9bf90d7dc9902fbbc759f955859718e94ab49b54d253ad09be52cd8b14159e9c644a3bd61291038cbf16b788329a2facc1b22acd3edab62f04e9a1	common_voice_en_11340	Bicyclists have stopped and are talking about something.	4	0	thirties	male	us
6fd57fc68e9bf90d7dc9902fbbc759f955859718e94ab49b54d253ad09be52cd8b14159e9c644a3bd61291038cbf16b788329a2facc1b22acd3edab62f04e9a1	common_voice_en_11341	A young girl with two fingers in her mouth sitting next to an older woman.	4	0	thirties	male	us
6fd57fc68e9bf90d7dc9902fbbc759f955859718e94ab49b54d253ad09be52cd8b14159e9c644a3bd61291038cbf16b788329a2facc1b22acd3edab62f04e9a1	common_voice_en_11343	A small dog is carrying a stick in his mouth.	4	0	thirties	male	us
9b974a1ada91a7479378146c066288d5eaeceb6b4626f63f8811e8023b3a5c2a1a7273ab1a9cc521446462a81229cbaf8150e7372a24d99255a1ef353f108b5e	common_voice_en_115781	I'll find out everything.	3	0	fourties	male	newzealand
25bc1fb5e8fb8c59df9cdb4dd07be6837d50ff86b6582a5c4f01e6bc9fd5674a5c403798d8e0eeaa6ded4e2d25ce5c6ca650fbddef5e05efc861469d548e05ab	common_voice_en_116626	Two young girls holding pictures of a sloth in a crowd of people.	3	0	twenties	male	canada
25bc1fb5e8fb8c59df9cdb4dd07be6837d50ff86b6582a5c4f01e6bc9fd5674a5c403798d8e0eeaa6ded4e2d25ce5c6ca650fbddef5e05efc861469d548e05ab	common_voice_en_116631	two white dogs drinking out of a stream	3	0	twenties	male	canada
25bc1fb5e8fb8c59df9cdb4dd07be6837d50ff86b6582a5c4f01e6bc9fd5674a5c403798d8e0eeaa6ded4e2d25ce5c6ca650fbddef5e05efc861469d548e05ab	common_voice_en_116643	A man wearing a blue suit is standing on a roof with a mop and bucket.	3	0	twenties	male	canada
25bc1fb5e8fb8c59df9cdb4dd07be6837d50ff86b6582a5c4f01e6bc9fd5674a5c403798d8e0eeaa6ded4e2d25ce5c6ca650fbddef5e05efc861469d548e05ab	common_voice_en_116657	People ice skate on a lighted space near a spot that sells alcohol.	3	0	twenties	male	canada
25bc1fb5e8fb8c59df9cdb4dd07be6837d50ff86b6582a5c4f01e6bc9fd5674a5c403798d8e0eeaa6ded4e2d25ce5c6ca650fbddef5e05efc861469d548e05ab	common_voice_en_116658	A bride getting ready to throw her bouquet to a group of women.	3	0	twenties	male	canada
25bc1fb5e8fb8c59df9cdb4dd07be6837d50ff86b6582a5c4f01e6bc9fd5674a5c403798d8e0eeaa6ded4e2d25ce5c6ca650fbddef5e05efc861469d548e05ab	common_voice_en_116662	A group of people gather for dinner.	3	0	twenties	male	canada
25bc1fb5e8fb8c59df9cdb4dd07be6837d50ff86b6582a5c4f01e6bc9fd5674a5c403798d8e0eeaa6ded4e2d25ce5c6ca650fbddef5e05efc861469d548e05ab	common_voice_en_116673	A man dances with a girl.	3	0	twenties	male	canada
25bc1fb5e8fb8c59df9cdb4dd07be6837d50ff86b6582a5c4f01e6bc9fd5674a5c403798d8e0eeaa6ded4e2d25ce5c6ca650fbddef5e05efc861469d548e05ab	common_voice_en_116675	The black and white dog has a ball in its mouth.	3	0	twenties	male	canada
25bc1fb5e8fb8c59df9cdb4dd07be6837d50ff86b6582a5c4f01e6bc9fd5674a5c403798d8e0eeaa6ded4e2d25ce5c6ca650fbddef5e05efc861469d548e05ab	common_voice_en_116676	This is three ladies in short black and white dresses walking along the sidewalk.	3	0	twenties	male	canada
25bc1fb5e8fb8c59df9cdb4dd07be6837d50ff86b6582a5c4f01e6bc9fd5674a5c403798d8e0eeaa6ded4e2d25ce5c6ca650fbddef5e05efc861469d548e05ab	common_voice_en_116677	Men in green hats appear to be attending a gay pride festival.	4	1	twenties	male	canada
25bc1fb5e8fb8c59df9cdb4dd07be6837d50ff86b6582a5c4f01e6bc9fd5674a5c403798d8e0eeaa6ded4e2d25ce5c6ca650fbddef5e05efc861469d548e05ab	common_voice_en_116683	A girl riding a bicycle down a street in the sun.	3	0	twenties	male	canada
25bc1fb5e8fb8c59df9cdb4dd07be6837d50ff86b6582a5c4f01e6bc9fd5674a5c403798d8e0eeaa6ded4e2d25ce5c6ca650fbddef5e05efc861469d548e05ab	common_voice_en_116698	A group of spectators outside in the cold, all focusing on the same object.	3	0	twenties	male	canada
25bc1fb5e8fb8c59df9cdb4dd07be6837d50ff86b6582a5c4f01e6bc9fd5674a5c403798d8e0eeaa6ded4e2d25ce5c6ca650fbddef5e05efc861469d548e05ab	common_voice_en_116717	A group of young teenagers try to catch an object in an outdoor alley.	3	1	twenties	male	canada
25bc1fb5e8fb8c59df9cdb4dd07be6837d50ff86b6582a5c4f01e6bc9fd5674a5c403798d8e0eeaa6ded4e2d25ce5c6ca650fbddef5e05efc861469d548e05ab	common_voice_en_116726	A firefighter standing near a danger sign.	3	0	twenties	male	canada
25bc1fb5e8fb8c59df9cdb4dd07be6837d50ff86b6582a5c4f01e6bc9fd5674a5c403798d8e0eeaa6ded4e2d25ce5c6ca650fbddef5e05efc861469d548e05ab	common_voice_en_116733	Man following through on a bowling shot made in an alley.	3	0	twenties	male	canada
25bc1fb5e8fb8c59df9cdb4dd07be6837d50ff86b6582a5c4f01e6bc9fd5674a5c403798d8e0eeaa6ded4e2d25ce5c6ca650fbddef5e05efc861469d548e05ab	common_voice_en_116735	A woman is riding a brown and white horse.	3	0	twenties	male	canada
25bc1fb5e8fb8c59df9cdb4dd07be6837d50ff86b6582a5c4f01e6bc9fd5674a5c403798d8e0eeaa6ded4e2d25ce5c6ca650fbddef5e05efc861469d548e05ab	common_voice_en_116744	A couple are dancing while others are watching a concert in a bandstand.	3	0	twenties	male	canada
25bc1fb5e8fb8c59df9cdb4dd07be6837d50ff86b6582a5c4f01e6bc9fd5674a5c403798d8e0eeaa6ded4e2d25ce5c6ca650fbddef5e05efc861469d548e05ab	common_voice_en_116751	A serious looking man is working on a very interesting sculpture of gray.	3	0	twenties	male	canada
25bc1fb5e8fb8c59df9cdb4dd07be6837d50ff86b6582a5c4f01e6bc9fd5674a5c403798d8e0eeaa6ded4e2d25ce5c6ca650fbddef5e05efc861469d548e05ab	common_voice_en_116761	A white dog jumps out of the water to catch a tennis ball.	3	1	twenties	male	canada
25bc1fb5e8fb8c59df9cdb4dd07be6837d50ff86b6582a5c4f01e6bc9fd5674a5c403798d8e0eeaa6ded4e2d25ce5c6ca650fbddef5e05efc861469d548e05ab	common_voice_en_116762	A man performing a bicycle trick inside in midair.	3	0	twenties	male	canada
25bc1fb5e8fb8c59df9cdb4dd07be6837d50ff86b6582a5c4f01e6bc9fd5674a5c403798d8e0eeaa6ded4e2d25ce5c6ca650fbddef5e05efc861469d548e05ab	common_voice_en_116769	A woman selling hats outside.	3	0	twenties	male	canada
25bc1fb5e8fb8c59df9cdb4dd07be6837d50ff86b6582a5c4f01e6bc9fd5674a5c403798d8e0eeaa6ded4e2d25ce5c6ca650fbddef5e05efc861469d548e05ab	common_voice_en_116776	A man and woman play roulette with a blackjack table in the background.	3	0	twenties	male	canada
55f0c9dd7b24d210e57f1678f85f7b9cc1ef843b277c4c98ed72956aa38f4e47331db3e9129e8be6e0edb7cbbd01312448bf778a0b1c18cb805610d612c018cb	common_voice_en_116886	A man waiting for the bus in a war torn country	3	0	twenties	male	
55f0c9dd7b24d210e57f1678f85f7b9cc1ef843b277c4c98ed72956aa38f4e47331db3e9129e8be6e0edb7cbbd01312448bf778a0b1c18cb805610d612c018cb	common_voice_en_116888	A dog running through water with a white toy in its mouth	3	0	twenties	male	
55f0c9dd7b24d210e57f1678f85f7b9cc1ef843b277c4c98ed72956aa38f4e47331db3e9129e8be6e0edb7cbbd01312448bf778a0b1c18cb805610d612c018cb	common_voice_en_116902	A person in an orange jacket standing on a ladder near a large metal object	3	0	twenties	male	
55f0c9dd7b24d210e57f1678f85f7b9cc1ef843b277c4c98ed72956aa38f4e47331db3e9129e8be6e0edb7cbbd01312448bf778a0b1c18cb805610d612c018cb	common_voice_en_116903	The young child waters the plants	3	0	twenties	male	
55f0c9dd7b24d210e57f1678f85f7b9cc1ef843b277c4c98ed72956aa38f4e47331db3e9129e8be6e0edb7cbbd01312448bf778a0b1c18cb805610d612c018cb	common_voice_en_116904	A woman and child are at a park manipulating one of the toys there	3	0	twenties	male	
55f0c9dd7b24d210e57f1678f85f7b9cc1ef843b277c4c98ed72956aa38f4e47331db3e9129e8be6e0edb7cbbd01312448bf778a0b1c18cb805610d612c018cb	common_voice_en_116909	Three people gathering at a conference	3	1	twenties	male	
55f0c9dd7b24d210e57f1678f85f7b9cc1ef843b277c4c98ed72956aa38f4e47331db3e9129e8be6e0edb7cbbd01312448bf778a0b1c18cb805610d612c018cb	common_voice_en_116911	many old females are performing arts and crafts	3	0	twenties	male	
99da90f81d28074dbc9d2474b2232e535bbd9ed351d503b3aeb54bdb57b0c54ec4c9e84f7c2e3e5b29e3e10dc46830d5f4974bac5bc32a849db13bf6f28d6d44	common_voice_en_117670	is Saint Robert hotter than Turkmenistan	3	0	fourties	male	us
99da90f81d28074dbc9d2474b2232e535bbd9ed351d503b3aeb54bdb57b0c54ec4c9e84f7c2e3e5b29e3e10dc46830d5f4974bac5bc32a849db13bf6f28d6d44	common_voice_en_117677	Tell me if it will be humid in West Lafayette, Oklahoma	3	0	fourties	male	us
ae317eb6cbe0c3b1817e9803d7e70599f17d36c46d6d7d5c206553b27aefb799b3318860a43b10c491f148e09384f0bd101f3b5df6865a7f8f81bb27e9d2539c	common_voice_en_11853	My initial assumption about the phase displaced pulse was wrong.	4	0	twenties	male	us
ae317eb6cbe0c3b1817e9803d7e70599f17d36c46d6d7d5c206553b27aefb799b3318860a43b10c491f148e09384f0bd101f3b5df6865a7f8f81bb27e9d2539c	common_voice_en_11857	I want to hear music from the top fifty by Yasuhiko Fukuda	4	0	twenties	male	us
f7a22a4859a359f4e15d0b51ef4d89b1c4217fda010e3f5909b9181e7ad190cc80915d654419b8ce7ade0a70f36e56d9bc602d6a1084fbba4ad89631ec4194ff	common_voice_en_119507	A man is standing beside two other men while reading a piece of paper.	4	0	thirties	male	
f7a22a4859a359f4e15d0b51ef4d89b1c4217fda010e3f5909b9181e7ad190cc80915d654419b8ce7ade0a70f36e56d9bc602d6a1084fbba4ad89631ec4194ff	common_voice_en_119508	A couple walks down a dirt street.	3	0	thirties	male	
f7a22a4859a359f4e15d0b51ef4d89b1c4217fda010e3f5909b9181e7ad190cc80915d654419b8ce7ade0a70f36e56d9bc602d6a1084fbba4ad89631ec4194ff	common_voice_en_119527	A woman is walking down the sidewalk.	3	0	thirties	male	
f7a22a4859a359f4e15d0b51ef4d89b1c4217fda010e3f5909b9181e7ad190cc80915d654419b8ce7ade0a70f36e56d9bc602d6a1084fbba4ad89631ec4194ff	common_voice_en_119528	A man sitting on a silver motorcycle, parked outside of a pub.	3	0	thirties	male	
a3f77e4aa6f1a34b0340902f07e8185b1b4041615bb1596b6da777f55ca38d5d9dc79b15b11967000db2fcb57e702032efe75b2ea92cafa2f138282edca8b53e	common_voice_en_121060	A male tennis player wearing a white headband misses an inbounds ball	3	2	thirties	male	
a3f77e4aa6f1a34b0340902f07e8185b1b4041615bb1596b6da777f55ca38d5d9dc79b15b11967000db2fcb57e702032efe75b2ea92cafa2f138282edca8b53e	common_voice_en_121101	A man in a red jacket is using a machine on blocks of ice in front of several spectators	3	0	thirties	male	
a3f77e4aa6f1a34b0340902f07e8185b1b4041615bb1596b6da777f55ca38d5d9dc79b15b11967000db2fcb57e702032efe75b2ea92cafa2f138282edca8b53e	common_voice_en_121104	A female artist sketching a portrait	3	0	thirties	male	
93a5d68bb49a2aa81688b59d1db28f6fc04297bae84ea9a09f032ce4c629ede4ef32debb884a5afe6f4e544ce5846c18e62edd17ca1f63821ee5b218def88512	common_voice_en_121736	Who need bishops with so many queens?	3	0	twenties	male	
77106b3d5604cc8c07ed7bb8ade3702707e4110fce88da4e1cb1c49a4674d63c78b9ff54bfc9b777ca2641ce4f2863ed5a4925456f76caafc86c6994fe3a249f	common_voice_en_124789	A man in a light colored tshirt and jeans looks very animated while a woman in a blue and white striped shirt and overalls is preparing food	3	0	fifties	male	us
77106b3d5604cc8c07ed7bb8ade3702707e4110fce88da4e1cb1c49a4674d63c78b9ff54bfc9b777ca2641ce4f2863ed5a4925456f76caafc86c6994fe3a249f	common_voice_en_124796	A man with a green jacket and headphones cutting grass.	3	0	fifties	male	us
77106b3d5604cc8c07ed7bb8ade3702707e4110fce88da4e1cb1c49a4674d63c78b9ff54bfc9b777ca2641ce4f2863ed5a4925456f76caafc86c6994fe3a249f	common_voice_en_124806	Two older women are sitting on a bench in front of a stone building and enjoying box lunches	3	0	fifties	male	us
3e8f707a0cbea69c131ac632318c536cfc39e47428b2af76c7fa9f607e774d5c570611b776a3dfba1d422a29533cd46b244224261a50ba99621ef43506a50809	common_voice_en_12487	What animated movies are showing nearby	4	0	twenties	male	
3e8f707a0cbea69c131ac632318c536cfc39e47428b2af76c7fa9f607e774d5c570611b776a3dfba1d422a29533cd46b244224261a50ba99621ef43506a50809	common_voice_en_12492	Give this novel four stars	4	0	twenties	male	
3e8f707a0cbea69c131ac632318c536cfc39e47428b2af76c7fa9f607e774d5c570611b776a3dfba1d422a29533cd46b244224261a50ba99621ef43506a50809	common_voice_en_12501	Will it snow in Granbury?	4	0	twenties	male	
3e8f707a0cbea69c131ac632318c536cfc39e47428b2af76c7fa9f607e774d5c570611b776a3dfba1d422a29533cd46b244224261a50ba99621ef43506a50809	common_voice_en_12511	What's the weather in Poland?	4	0	twenties	male	
b2d0cbab62a02800e91018e358ce923b327112bdd50ab3d2492712b40999718c70576b02d0c816539acb138f1962feaa6549eddc96342b4801963bf559d20f6d	common_voice_en_125149	Working from home has both drawbacks and advantages.	3	0	sixties	male	england
3e8f707a0cbea69c131ac632318c536cfc39e47428b2af76c7fa9f607e774d5c570611b776a3dfba1d422a29533cd46b244224261a50ba99621ef43506a50809	common_voice_en_12516	add this album to my Blues playlist	3	0	twenties	male	
706b2c4200b83fe5828912ebb44080c50b0096554558742fed65d696855f9936998df126071ee425cdb4ce2644916d6e996a161a218cd022d1564b719c24d252	common_voice_en_12540	Knowledge is power	4	1	twenties	male	us
120ac332bef668233ecb1525262722dcf869cfb7c86365ae4088e5e131e9e3818f8df7b793f16c029680dc7b88aa58dd2e8941c8451608ed8d4e358a9ee6f7c6	common_voice_en_126209	I'd rate this novel a two	3	0	fifties	male	canada
120ac332bef668233ecb1525262722dcf869cfb7c86365ae4088e5e131e9e3818f8df7b793f16c029680dc7b88aa58dd2e8941c8451608ed8d4e358a9ee6f7c6	common_voice_en_126259	Show me the movies at the Megaplex Theatres.	3	0	fifties	male	canada
120ac332bef668233ecb1525262722dcf869cfb7c86365ae4088e5e131e9e3818f8df7b793f16c029680dc7b88aa58dd2e8941c8451608ed8d4e358a9ee6f7c6	common_voice_en_126354	To gild refined gold, to paint the lily	3	0	fifties	male	canada
214ef9f80a158df2166a4a6d5fa4f7c58e311e2e203e10b057356e57257ee18588b369a4352acdef89b6a8648c7c7a36988d246a7020bda502b3d8c20d49587f	common_voice_en_127831	add this album to my Throwback Party playlist	3	0	twenties	male	us
7691c6d88abf0ea4dd82b8c1c34905b72d42a44c71198603796eb7273b01dff9e21db0f73cf3c387264188e3dd5c9802a75ca5e8a1dd9b36cf57197b5cf1e14c	common_voice_en_127890	A man with a gray beard sitting outside on a plastic storage crate.	3	0	thirties	male	england
7691c6d88abf0ea4dd82b8c1c34905b72d42a44c71198603796eb7273b01dff9e21db0f73cf3c387264188e3dd5c9802a75ca5e8a1dd9b36cf57197b5cf1e14c	common_voice_en_127892	man smiling outside in blue shirt.	3	0	thirties	male	england
7691c6d88abf0ea4dd82b8c1c34905b72d42a44c71198603796eb7273b01dff9e21db0f73cf3c387264188e3dd5c9802a75ca5e8a1dd9b36cf57197b5cf1e14c	common_voice_en_127902	A man plays his guitar while sitting.	3	0	thirties	male	england
7691c6d88abf0ea4dd82b8c1c34905b72d42a44c71198603796eb7273b01dff9e21db0f73cf3c387264188e3dd5c9802a75ca5e8a1dd9b36cf57197b5cf1e14c	common_voice_en_127903	People are crowded together on a street.	3	0	thirties	male	england
7691c6d88abf0ea4dd82b8c1c34905b72d42a44c71198603796eb7273b01dff9e21db0f73cf3c387264188e3dd5c9802a75ca5e8a1dd9b36cf57197b5cf1e14c	common_voice_en_127904	The mother with two son are swimming in the sea.	3	2	thirties	male	england
7691c6d88abf0ea4dd82b8c1c34905b72d42a44c71198603796eb7273b01dff9e21db0f73cf3c387264188e3dd5c9802a75ca5e8a1dd9b36cf57197b5cf1e14c	common_voice_en_127906	Two kids are hugging playfully in shallow water.	3	0	thirties	male	england
7691c6d88abf0ea4dd82b8c1c34905b72d42a44c71198603796eb7273b01dff9e21db0f73cf3c387264188e3dd5c9802a75ca5e8a1dd9b36cf57197b5cf1e14c	common_voice_en_127912	three people play soccer in the sand.	3	0	thirties	male	england
7691c6d88abf0ea4dd82b8c1c34905b72d42a44c71198603796eb7273b01dff9e21db0f73cf3c387264188e3dd5c9802a75ca5e8a1dd9b36cf57197b5cf1e14c	common_voice_en_127913	A man wearing an all black coat suit is walking by.	3	0	thirties	male	england
7691c6d88abf0ea4dd82b8c1c34905b72d42a44c71198603796eb7273b01dff9e21db0f73cf3c387264188e3dd5c9802a75ca5e8a1dd9b36cf57197b5cf1e14c	common_voice_en_127916	Woman frying up some goods at a festival.	3	0	thirties	male	england
7691c6d88abf0ea4dd82b8c1c34905b72d42a44c71198603796eb7273b01dff9e21db0f73cf3c387264188e3dd5c9802a75ca5e8a1dd9b36cf57197b5cf1e14c	common_voice_en_127917	A man at an outdoor restaurant lowers him sunglasses.	3	0	thirties	male	england
7691c6d88abf0ea4dd82b8c1c34905b72d42a44c71198603796eb7273b01dff9e21db0f73cf3c387264188e3dd5c9802a75ca5e8a1dd9b36cf57197b5cf1e14c	common_voice_en_127925	A brown dog sits outside next to a large snowbank.	3	0	thirties	male	england
7691c6d88abf0ea4dd82b8c1c34905b72d42a44c71198603796eb7273b01dff9e21db0f73cf3c387264188e3dd5c9802a75ca5e8a1dd9b36cf57197b5cf1e14c	common_voice_en_127926	man in striped shirt carrying wooden basket over right shoulder	3	2	thirties	male	england
7691c6d88abf0ea4dd82b8c1c34905b72d42a44c71198603796eb7273b01dff9e21db0f73cf3c387264188e3dd5c9802a75ca5e8a1dd9b36cf57197b5cf1e14c	common_voice_en_127936	A female athlete playing volleyball on the beach.	3	0	thirties	male	england
7691c6d88abf0ea4dd82b8c1c34905b72d42a44c71198603796eb7273b01dff9e21db0f73cf3c387264188e3dd5c9802a75ca5e8a1dd9b36cf57197b5cf1e14c	common_voice_en_127953	A race car speeds down the racetrack, adorned with advertisements from its sponsors.	3	0	thirties	male	england
7691c6d88abf0ea4dd82b8c1c34905b72d42a44c71198603796eb7273b01dff9e21db0f73cf3c387264188e3dd5c9802a75ca5e8a1dd9b36cf57197b5cf1e14c	common_voice_en_127963	some men crossing the street in a busy city	3	0	thirties	male	england
7691c6d88abf0ea4dd82b8c1c34905b72d42a44c71198603796eb7273b01dff9e21db0f73cf3c387264188e3dd5c9802a75ca5e8a1dd9b36cf57197b5cf1e14c	common_voice_en_127965	Three young children feeding a turtle water from a blue container.	3	0	thirties	male	england
7691c6d88abf0ea4dd82b8c1c34905b72d42a44c71198603796eb7273b01dff9e21db0f73cf3c387264188e3dd5c9802a75ca5e8a1dd9b36cf57197b5cf1e14c	common_voice_en_127966	A silhouette of a man with a fishing pole.	3	0	thirties	male	england
7691c6d88abf0ea4dd82b8c1c34905b72d42a44c71198603796eb7273b01dff9e21db0f73cf3c387264188e3dd5c9802a75ca5e8a1dd9b36cf57197b5cf1e14c	common_voice_en_127975	Men playing a game in the park.	3	0	thirties	male	england
7691c6d88abf0ea4dd82b8c1c34905b72d42a44c71198603796eb7273b01dff9e21db0f73cf3c387264188e3dd5c9802a75ca5e8a1dd9b36cf57197b5cf1e14c	common_voice_en_127984	A man standing by a train holding a bird.	3	0	thirties	male	england
7691c6d88abf0ea4dd82b8c1c34905b72d42a44c71198603796eb7273b01dff9e21db0f73cf3c387264188e3dd5c9802a75ca5e8a1dd9b36cf57197b5cf1e14c	common_voice_en_127990	A bicyclist looks behind him to check on a girl riding a bike behind him.	3	0	thirties	male	england
13cdd405928945a3ad24372eb56330859cf9c48d923b54f1f0565202f663c68933d48246155e3c0c7e627719dff75fe9a647cc8efa09ed6357286c666fcec098	common_voice_en_128006	A parade of some sort is taking place.	3	0	twenties	male	us
13cdd405928945a3ad24372eb56330859cf9c48d923b54f1f0565202f663c68933d48246155e3c0c7e627719dff75fe9a647cc8efa09ed6357286c666fcec098	common_voice_en_128009	Men work on a city street.	3	0	twenties	male	us
0c29e25f14e4ab2b6d9f188688dbb827e781a8e4397190bfc5e58ace0872f67c1b92cea6323c870321bacab470ee241d949c943abddcbb21a35849d12fecc129	common_voice_en_130609	two dogs play together.	4	0	twenties	male	
0c29e25f14e4ab2b6d9f188688dbb827e781a8e4397190bfc5e58ace0872f67c1b92cea6323c870321bacab470ee241d949c943abddcbb21a35849d12fecc129	common_voice_en_130610	A black and white dog is running and splashing in water.	3	0	twenties	male	
0c29e25f14e4ab2b6d9f188688dbb827e781a8e4397190bfc5e58ace0872f67c1b92cea6323c870321bacab470ee241d949c943abddcbb21a35849d12fecc129	common_voice_en_130612	A woman lying next to a horse made of sand.	3	0	twenties	male	
0c29e25f14e4ab2b6d9f188688dbb827e781a8e4397190bfc5e58ace0872f67c1b92cea6323c870321bacab470ee241d949c943abddcbb21a35849d12fecc129	common_voice_en_130614	A troupe of drummers perform in an outdoor public area with their eyes shut and mouths open.	3	1	twenties	male	
0f83d0dace7053b6a33e5ea0d7137e91eed64e30182b98472afea8db0abfbfb515681cfc5eab88423e0db3d1791d30b751c75740bf07459d385f1a0bb4de7bd9	common_voice_en_130841	Work for somebody else.	3	0	fifties	male	us
d4cbbe9a6432f43b34e1530789bc9d3e5b3bd7a5bcf907e189a47038868b9138d93f15d61c71017a2cb0f2a42b5eec3217a55f5a62530ee50c6788cf4dfdfb65	common_voice_en_13426	show me the schedule for The Duchess of Langeais at my cinema	4	0	thirties	male	us
